视频,9,0.8182,0.6,0.8333,0.5,0
背后,9,0.9,0.1957,0.8571,0.5,0
女大,9,0.1059,0.072,0.8,0.5,0
到底,10,0.4348,0.3333,0.9,0.5,0
白血,10,1.0,0.625,0.8333,0.5,0
男人,10,0.5556,0.1282,0.8571,0.5,0
救女,10,0.7143,0.1111,0.8333,0.5,0
真相,10,0.3448,0.2778,0.8889,0.5,0
套房,10,0.7143,0.2857,0.6667,0.5,0
轨女,10,0.0488,0.0356,0.5,0.5,0
炒作,11,1.0,0.6111,0.9,0.5,1
深圳,11,0.5789,0.55,0.8,0.5,0
小三,11,0.5,0.3333,0.8889,0.5,0
女生,11,0.1294,0.0982,0.8889,0.5,0
大学,11,0.2292,0.2,0.5,0.5,0
自己,12,0.5217,0.5,0.9091,0.5,0
募捐,12,0.9286,0.3171,0.9167,0.5,0
父亲,12,0.9231,0.6667,0.8,0.5,0
被曝,12,0.2264,0.169,0.8,0.5,0
女儿,12,0.1412,0.1176,0.8889,0.5,0
学生,12,0.7059,0.2791,0.6667,0.5,0
门后,12,0.4286,0.1967,0.6667,0.5,0
丹被,12,0.0438,0.038,0.5,0.5,0
轨事,13,0.0634,0.0448,0.5,0.5,0
网友,13,0.4333,0.3023,0.9231,0.5,0
原谅,14,0.6364,0.6087,0.9091,0.5,0
捐款,14,0.3846,0.2941,0.9,0.5,0
承认,14,0.875,0.6364,0.8571,0.5,0
雅淇,15,0.8824,0.8333,0.5,0.5,0
营销,15,0.9375,0.75,0.9231,0.5,0
孕期,15,0.8421,0.6667,0.8889,0.5,0
赵雅,16,1.0,0.8889,0.9167,0.5,0
什么,19,1.0,0.6129,0.9091,0.5,0
轨门,20,0.0976,0.0935,0.5,0.5,0
尔事,20,0.2151,0.117,0.5,0.5,0
道歉,22,0.6286,0.5366,0.9412,0.5,0
回应,25,0.6757,0.5319,0.9444,0.5,0
谢杏,29,0.8529,0.8286,0.9375,0.5,0
杏芳,29,1.0,0.9667,0.5,0.5,0
笑事,35,0.443,0.2465,0.5,0.5,0
裸贷,43,0.9362,0.7857,0.9583,0.5,1
一笑,78,0.6583,0.6529,0.5,0.5,0
罗一,78,0.4593,0.3692,0.975,0.5,0
事件,81,0.8351,0.7864,0.9231,0.5,1
罗尔,92,0.5349,0.5287,0.9778,0.5,1
丹出,126,0.4599,0.3369,0.5,0.5,0
出轨,186,0.9067,0.8987,0.9744,0.5,1
林丹,259,0.9926,0.9711,0.9888,0.5,1
怀孕期,4,0.8,0.2222,0.75,0.5,0
轨女方,4,0.4,0.3077,0.5,0.5,0
在妻子,4,0.8,0.4,0.75,0.5,0
治疗费,5,1.0,0.7143,0.8333,0.5,1
笑捐款,5,1.0,0.3125,0.5,0.5,0
出轨的,5,0.0245,0.0244,0.8333,0.5,0
李永波,5,1.0,0.8333,0.75,0.5,1
一笑捐,5,0.0633,0.0625,0.5,0.5,0
卖房救,5,0.5556,0.5,0.8,0.5,0
民政局,5,0.7143,0.625,0.6667,0.5,1
裸贷女,5,0.1136,0.1111,0.5,0.5,0
神秘女,5,1.0,0.7143,0.75,0.5,1
女主角,5,0.625,0.5556,0.8333,0.5,1
门后首,5,0.4167,0.3571,0.5,0.5,0
女生裸,5,0.4545,0.3333,0.8,0.5,0
房救女,5,1.0,0.4545,0.5,0.5,0
林丹为,6,0.0223,0.0222,0.6667,0.5,0
三套房,6,1.0,0.5455,0.5,0.5,1
林丹首,6,0.0223,0.0222,0.6667,0.5,0
有三套,6,1.0,0.8571,0.8333,0.5,0
李宗伟,6,1.0,0.875,0.8333,0.5,1
尔回应,6,1.0,0.2308,0.5,0.5,0
后林丹,6,1.0,0.0222,0.75,0.5,0
罗尔回,6,0.0652,0.0645,0.5,0.5,0
朋友圈,6,0.75,0.6667,0.8571,0.5,1
为什么,7,1.0,0.35,0.8571,0.5,0
被曝出,7,0.5833,0.5385,0.6667,0.5,0
出轨后,7,0.0343,0.0341,0.6667,0.5,0
曝出轨,7,1.0,0.0341,0.5,0.5,0
谅林丹,7,1.0,0.0259,0.5,0.5,0
轨对象,7,1.0,0.875,0.5,0.5,0
原谅林,7,0.5,0.4667,0.8333,0.5,0
出轨对,7,0.0343,0.0341,0.6667,0.5,0
曝林丹,7,1.0,0.0259,0.5,0.5,0
出轨了,8,0.0441,0.0439,0.8,0.5,0
孕期出,8,0.5,0.4706,0.8,0.5,0
丹承认,8,1.0,0.5333,0.5,0.5,0
期出轨,8,1.0,0.039,0.5,0.5,0
认出轨,8,1.0,0.039,0.5,0.5,0
丹被曝,8,0.6667,0.4706,0.5,0.5,0
笑父亲,8,1.0,0.6154,0.5,0.5,0
一笑父,8,0.1013,0.1,0.5,0.5,0
林丹承,8,0.0297,0.0296,0.75,0.5,0
生裸贷,8,1.0,0.1778,0.6667,0.5,0
承认出,8,0.5714,0.5333,0.5,0.5,0
女大学,9,1.0,0.75,0.8,0.5,0
白血病,9,0.9,0.8182,0.8,0.5,1
出轨女,10,0.049,0.0488,0.8,0.5,0
大学生,11,1.0,0.8462,0.5,0.5,1
轨门后,11,0.55,0.5,0.5,0.5,0
林丹被,12,0.0446,0.0444,0.8,0.5,0
轨事件,13,1.0,0.1585,0.5,0.5,0
出轨事,13,0.0637,0.0634,0.6667,0.5,0
赵雅淇,15,0.9375,0.8824,0.9091,0.5,1
罗尔事,20,0.2174,0.2151,0.9286,0.5,0
尔事件,20,1.0,0.2439,0.5,0.5,0
出轨门,20,0.098,0.0976,0.75,0.5,1
谢杏芳,29,1.0,0.9667,0.9375,0.5,1
笑事件,35,1.0,0.4268,0.5,0.5,0
一笑事,35,0.443,0.4375,0.5,0.5,0
罗一笑,78,1.0,0.9875,0.975,0.5,1
丹出轨,126,1.0,0.6146,0.5,0.5,0
林丹出,126,0.4684,0.4667,0.973,0.5,0
曝林丹出,4,0.5714,0.0308,0.5,0.5,0
出轨女方,4,0.4,0.3636,0.75,0.5,0
后林丹首,4,0.6667,0.4444,0.6667,0.5,0
卖房救女,5,1.0,0.8333,0.8,0.5,1
女生裸贷,5,1.0,0.5556,0.8,0.5,1
罗一笑捐,5,0.0633,0.0625,0.8,0.5,0
一笑捐款,5,1.0,0.8333,0.5,0.5,0
丹出轨后,5,0.0397,0.0388,0.5,0.5,0
丹被曝出,5,0.625,0.4545,0.5,0.5,0
轨门后首,5,0.4545,0.4167,0.5,0.5,0
罗尔回应,6,1.0,0.8571,0.5,0.5,1
有三套房,6,1.0,0.8571,0.8333,0.5,0
丹出轨对,6,0.0476,0.0469,0.5,0.5,0
丹出轨了,6,0.0476,0.0462,0.5,0.5,0
丹承认出,7,0.875,0.7,0.5,0.5,0
原谅林丹,7,1.0,0.875,0.8333,0.5,1
出轨对象,7,1.0,0.875,0.6667,0.5,0
丹出轨女,7,0.0556,0.0538,0.5,0.5,0
被曝出轨,7,1.0,0.875,0.6667,0.5,0
林丹承认,8,1.0,0.8889,0.75,0.5,0
丹出轨事,8,0.0635,0.0606,0.5,0.5,0
孕期出轨,8,1.0,0.8889,0.8,0.5,0
一笑父亲,8,1.0,0.8889,0.5,0.5,0
林丹被曝,8,0.6667,0.6154,0.8,0.5,0
罗一笑父,8,0.1013,0.1,0.8571,0.5,0
承认出轨,8,1.0,0.8889,0.5,0.5,0
女大学生,9,1.0,0.75,0.8,0.5,1
出轨门后,11,0.55,0.5238,0.6667,0.5,0
出轨事件,13,1.0,0.9286,0.6667,0.5,1
丹出轨门,16,0.127,0.1221,0.5,0.5,0
罗尔事件,20,1.0,0.9524,0.9286,0.5,1
一笑事件,35,1.0,0.9722,0.5,0.5,0
罗一笑事,35,0.443,0.4375,0.9412,0.5,0
林丹出轨,126,1.0,0.9921,0.973,0.5,1
曝林丹出轨,4,1.0,0.0315,0.5,0.5,0
丹被曝出轨,5,1.0,0.625,0.5,0.5,0
林丹出轨后,5,0.0397,0.0394,0.0,0.5,0
出轨门后首,5,0.4545,0.4167,0.6667,0.5,0
林丹被曝出,5,0.625,0.5556,0.75,0.5,0
罗一笑捐款,5,1.0,0.8333,0.8,0.5,0
林丹出轨了,6,0.0476,0.0472,0.5,0.5,0
林丹出轨对,6,0.0476,0.0472,0.75,0.5,0
丹出轨对象,6,1.0,0.75,0.5,0.5,0
林丹出轨女,7,0.0556,0.0551,0.6667,0.5,0
林丹承认出,7,0.875,0.7778,0.75,0.5,0
丹承认出轨,7,1.0,0.7778,0.5,0.5,0
罗一笑父亲,8,1.0,0.8889,0.8571,0.5,1
林丹出轨事,8,0.0635,0.063,0.8571,0.5,0
丹出轨门后,8,0.5,0.4,0.5,0.5,0
丹出轨事件,8,1.0,0.5714,0.5,0.5,0
林丹出轨门,16,0.127,0.126,0.8,0.5,0
罗一笑事件,35,1.0,0.9722,0.9412,0.5,1
丹出轨门后首,4,0.5,0.4,0.5,0.5,0
林丹被曝出轨,5,1.0,0.8333,0.75,0.5,1
林丹出轨对象,6,1.0,0.8571,0.75,0.5,1
林丹承认出轨,7,1.0,0.875,0.75,0.5,1
林丹出轨门后,8,0.5,0.4706,0.0,0.5,0
林丹出轨事件,8,1.0,0.8889,0.8571,0.5,1
林丹出轨门后首,4,0.5,0.4444,0.0,0.5,0
